image_id,gt_id,size_bin,area,o2o_flip_rate,stride_flip_rate,o2m_positive_count,o2o_margin_0,max_iou,best_prediction_score,fn_at_iou50,success_iou75,stability_group
0000271_05401_d_0000399,70,t_8_16,143.93852055072784,0.0,0.0,6.0,0.9810068501321465,0.0,0.90791,1,0,stable
0000271_06001_d_0000402,4,s_16_32,843.608092200011,0.0,0.0,10.0,0.9989851486821313,0.911396890946032,0.94854,0,1,stable
0000271_06001_d_0000402,5,s_16_32,678.20229075104,0.0,0.0,10.0,0.9985235070983116,0.8907959705400449,0.94854,0,1,stable
0000271_06001_d_0000402,13,t_8_16,217.99439743161201,0.0,0.0,6.0,0.9468051373675466,0.8357652541630916,0.75498,0,1,stable
0000271_06001_d_0000402,14,s_16_32,487.89642864465714,0.0,0.0,7.0,0.4481345915140042,0.5741998218115005,0.12456,0,0,stable
0000271_06001_d_0000402,15,t_8_16,143.94728082418442,0.0,0.0,6.0,0.9799320972711197,0.8043296546204499,0.89125,0,1,stable
0000271_06001_d_0000402,16,s_16_32,999.2965624630451,0.0,0.0,10.0,0.847674951427149,0.9419660590374468,0.94854,0,1,stable
0000271_06001_d_0000402,17,s_16_32,657.4415709599853,0.0,0.0,9.0,0.9992556131286363,0.89865719286878,0.94854,0,1,stable
0000271_06001_d_0000402,18,s_16_32,684.4410658478737,0.0,0.0,10.0,0.9992663708183445,0.9178882365261987,0.94854,0,1,stable
0000271_06001_d_0000402,19,s_16_32,654.6756435036659,0.0,0.0,10.0,0.9959198719487632,0.921205321361216,0.94854,0,1,stable
0000271_06001_d_0000402,20,s_16_32,537.7094751894474,0.0,0.0,10.0,0.9996022959527558,0.8967386462971247,0.94854,0,1,stable
0000271_06001_d_0000402,21,s_16_32,508.6475622653961,0.0,0.0,10.0,0.9995866587139413,0.9100474618969405,0.94854,0,1,stable
0000271_06001_d_0000402,22,s_16_32,469.54356265068054,0.0,0.0,8.0,0.9941781313251125,0.8822752802305937,0.94854,0,1,stable
0000271_06001_d_0000402,23,s_16_32,341.171875,0.0,0.0,5.0,0.9047166387719493,0.7632549275903143,0.94854,0,1,stable
0000271_06001_d_0000402,24,s_16_32,280.972400855273,0.0,0.0,6.0,0.9991635854300145,0.8878114902874826,0.94854,0,1,stable
0000271_06001_d_0000402,25,s_16_32,399.6532178800553,0.0,0.0,9.0,0.9972121537996709,0.9239804841096053,0.94854,0,1,stable
0000271_06001_d_0000402,26,t_8_16,118.34033578634262,0.0,0.0,2.0,0.9293477805107216,0.8725628821460067,0.94854,0,1,stable
0000271_06001_d_0000402,28,t_8_16,138.06293524056673,0.0,0.0,2.0,0.9914278265294382,0.9239937984938388,0.94854,0,1,stable
0000271_06001_d_0000402,29,t_8_16,157.7874375656247,0.0,0.0,3.0,0.9978965455845099,0.8191533700166129,0.94854,0,1,stable
0000271_06001_d_0000402,32,t_8_16,144.63456197082996,0.0,0.0,4.0,0.9494484865492127,0.7098072030784469,0.94854,0,0,stable
0000271_06001_d_0000402,33,t_8_16,186.85595663636923,0.5,0.0,2.0,0.06684098926907815,0.9166517696513524,0.94854,0,1,mild
0000271_06001_d_0000402,34,t_8_16,188.23486328125,0.0,0.0,4.0,0.8971158424000484,0.893374132842821,0.94854,0,1,stable
0000271_06001_d_0000402,35,t_8_16,145.32493092119694,0.0,0.0,1.0,0.9918221727879618,0.9218261971333096,0.94854,0,1,stable
0000271_06001_d_0000402,36,t_8_16,114.18914690241218,0.75,0.0,2.0,0.4140770058861198,0.6590569014249491,0.94854,0,0,high
0000271_06001_d_0000402,37,t_8_16,153.63132990896702,0.0,0.0,4.0,0.9144370425394214,0.851113516355783,0.94854,0,1,stable
0000271_06001_d_0000402,40,t_8_16,243.25691197812557,0.0,0.0,5.0,0.9802722989445518,0.8796934678668473,0.94854,0,1,stable
0000271_06001_d_0000402,41,t_8_16,202.42113790661097,0.25,0.0,5.0,0.8880343794131469,0.6871353621814047,0.94854,0,0,mild
0000271_06001_d_0000402,42,t_8_16,184.08507453650236,0.75,0.25,1.0,0.42986183448134707,0.674978810938435,0.94854,0,0,high
0000271_06001_d_0000402,45,t_8_16,72.66330912709236,0.0,0.0,1.0,,0.6630970032613431,0.94854,0,0,stable
0000271_06001_d_0000402,46,t_8_16,118.3399946987629,0.0,0.0,3.0,0.9978831844736996,0.8670621484718047,0.94854,0,1,stable
0000271_06001_d_0000402,47,t_8_16,138.06611269712448,0.0,0.0,2.0,0.919392267800533,0.8882631420313581,0.94854,0,1,stable
0000271_06001_d_0000402,49,t_8_16,88.23662253469229,0.0,0.0,1.0,,0.8884500969725837,0.94854,0,1,stable
0000271_06001_d_0000402,50,t_8_16,83.04769022762775,0.0,0.0,2.0,0.9884617399313773,0.8005095889164175,0.94854,0,1,stable
0000271_06001_d_0000402,51,t_8_16,224.91828155331314,0.0,0.0,3.0,0.9841619000814431,0.9118698807686676,0.94854,0,1,stable
0000271_06001_d_0000402,52,t_8_16,159.85861597955227,0.0,0.0,2.0,0.9943345804377162,0.8865777606326575,0.94854,0,1,stable
0000271_06001_d_0000402,55,t_8_16,207.61111137270927,0.0,0.0,4.0,0.9875045980890338,0.8260738036813442,0.94854,0,1,stable
0000271_06001_d_0000402,62,s_16_32,605.5451390147209,0.0,0.0,10.0,0.9982196501687121,0.903542069057535,0.94854,0,1,stable
0000271_06001_d_0000402,63,s_16_32,460.20064095407724,0.0,0.0,8.0,0.9990910825434813,0.9071451106718295,0.94854,0,1,stable
0000271_06001_d_0000402,64,s_16_32,611.4240811467171,0.0,0.0,6.0,0.9431867263216926,0.8287662250630545,0.94854,0,1,stable
0000271_06001_d_0000402,65,s_16_32,632.8704305887222,0.0,0.0,9.0,0.8461445530031865,0.8038751192382952,0.94854,0,1,stable
0000271_06001_d_0000402,71,s_16_32,269.559115403099,0.5,0.0,3.0,0.5468688753763133,0.766399647792666,0.89125,0,1,mild
0000271_06001_d_0000402,72,s_16_32,262.98571820621146,0.0,0.0,4.0,0.8053052358396486,0.7585660168688543,0.89125,0,1,stable
0000271_06001_d_0000402,73,t_8_16,215.92037816764787,0.0,0.0,5.0,0.9960461113034157,0.8604121220830513,0.89125,0,1,stable
0000271_06001_d_0000402,74,t_8_16,223.5284423828125,0.25,0.0,4.0,0.9088158665123117,0.7946651674284584,0.89125,0,1,mild
0000271_06001_d_0000402,79,t_8_16,197.22387613914907,0.0,0.0,3.0,0.978565758673486,0.8170316212176072,0.89125,0,1,stable
0000271_06001_d_0000402,87,s_16_32,573.0226932987571,0.0,0.0,10.0,0.9993804311584634,0.9162963737322887,0.94854,0,1,stable
0000271_06001_d_0000402,88,s_16_32,624.2169801965356,0.0,0.0,10.0,0.9956281147075329,0.9126474233723711,0.94854,0,1,stable
0000271_06001_d_0000402,89,t_8_16,184.0863311290741,0.0,0.0,3.0,0.4471368034239257,0.7383456728542396,0.75498,0,0,stable
0000271_06001_d_0000402,90,s_16_32,420.7516363672912,0.0,0.0,10.0,0.9994023338629852,0.9209179610607252,0.94854,0,1,stable
0000271_06001_d_0000402,91,t_8_16,110.37589001655579,0.0,0.0,3.0,0.8858302437282959,0.0,0.75498,1,0,stable
0000271_06001_d_0000402,92,t_8_16,83.04668493196368,0.0,0.0,4.0,0.9338634789058532,0.0,0.75498,1,0,stable
0000271_06001_d_0000402,93,t_8_16,107.96146592870355,0.0,0.0,2.0,0.9048655544692829,0.009589874952182253,0.75498,1,0,stable
0000271_06001_d_0000402,94,t_8_16,112.45947288163006,0.5,0.0,4.0,0.46701079175901977,0.6858322877059108,0.75498,0,0,mild
0000271_06001_d_0000402,95,t_8_16,207.6135528422892,0.0,0.0,3.0,0.17232467339600907,0.0757802917214352,0.75498,1,0,stable
0000271_06001_d_0000402,96,t_8_16,252.24967665970325,0.25,0.0,4.0,0.563856020756308,0.4587162283543535,0.40952,1,0,mild
0000271_06001_d_0000402,97,t_8_16,214.53440312296152,0.25,0.25,4.0,0.3132313351578557,0.5365078537294171,0.75498,0,0,mild
0000271_06001_d_0000402,98,t_8_16,205.53594780154526,0.5,0.0,1.0,0.6192165945542795,0.5651628372703028,0.40952,0,0,mild
0000271_06001_d_0000402,99,t_8_16,243.5930847618729,0.5,0.25,2.0,0.8435148643783222,0.650913001040823,0.40952,0,0,mild
0000271_06001_d_0000402,100,t_8_16,174.38845946267247,0.25,0.0,5.0,0.8036705211993922,0.0018849413326438213,0.75498,1,0,mild
0000271_06001_d_0000402,101,s_16_32,368.16023990139365,0.0,0.0,6.0,0.9994366625444051,0.9312481428572458,0.94854,0,1,stable
0000271_06001_d_0000402,102,s_16_32,565.3914402276278,0.0,0.0,10.0,0.9992398478164928,0.9133655299462289,0.94854,0,1,stable
0000271_06001_d_0000402,103,t_8_16,150.17174848914146,0.0,0.0,4.0,0.9669816845909428,0.707280469112444,0.89125,0,0,stable
0000271_06001_d_0000402,104,t_8_16,77.85868609696627,0.25,0.0,1.0,0.4030787988883165,0.5044045555171599,0.89125,0,0,mild
0000271_06001_d_0000402,105,t_8_16,71.62913811206818,0.0,0.0,4.0,0.658302079138467,0.7577737973123835,0.89125,0,1,stable
0000271_06001_d_0000402,106,t_8_16,68.51501040533185,0.0,0.0,3.0,0.9405837576210577,0.8790259406770491,0.89125,0,1,stable
0000271_06001_d_0000402,107,t_8_16,124.56442644074559,0.0,0.0,2.0,0.9857442924531662,0.8696173307092568,0.75498,0,1,stable
0000271_06001_d_0000402,108,t_8_16,135.29436894506216,0.0,0.0,3.0,0.8848666918348372,0.8358461828027872,0.75498,0,1,stable
0000271_06001_d_0000402,109,t_8_16,149.4783458299935,0.25,0.0,1.0,0.9656991562787771,0.5304654330806212,0.40952,0,0,mild
0000271_06001_d_0000402,110,t_8_16,190.6652104202658,0.0,0.0,5.0,0.919954443127461,0.9029171216871308,0.75498,0,1,stable
0000271_06001_d_0000402,111,t_8_16,190.66451029479504,0.25,0.25,2.0,0.8047155878140584,0.7398537742842439,0.75498,0,0,mild
0000271_06001_d_0000402,112,t_8_16,174.38845946267247,0.0,0.0,1.0,0.9161168690199786,0.5166570108252975,0.40952,0,0,stable
0000271_06001_d_0000402,113,t_8_16,199.30040412768722,0.0,0.0,3.0,0.7111965404424598,0.7520708999842168,0.75498,0,1,stable
0000271_06001_d_0000402,114,t_8_16,125.95665326341987,0.0,0.0,2.0,0.7383537491272211,0.6207591540517944,0.75498,0,0,stable
0000271_06001_d_0000402,115,t_8_16,124.56857331469655,0.5,0.5,1.0,0.83603694476912,0.689647708530386,0.40952,0,0,mild
0000271_06001_d_0000402,116,t_8_16,129.75669779628515,0.5,0.5,2.0,0.1342600794776916,0.7246752320814668,0.75498,0,0,mild
0000271_06001_d_0000402,117,t_8_16,199.3000810071826,0.25,0.0,2.0,0.3260479106928433,0.7195713350298579,0.40952,0,0,mild
0000271_06001_d_0000402,118,t_8_16,158.82221894338727,0.25,0.25,3.0,0.915023761973312,0.7501345024690405,0.75498,0,1,mild
0000271_06001_d_0000402,120,s_16_32,301.04747316241264,0.0,0.0,6.0,0.9984032934029092,0.9146156409443275,0.94854,0,1,stable
0000271_06001_d_0000402,121,s_16_32,600.6849475242198,0.25,0.0,10.0,0.18273358281430152,0.7130095561759198,0.94854,0,0,mild
0000271_06001_d_0000402,122,t_8_16,168.16289670020342,0.0,0.0,3.0,0.9059762655835502,0.0,0.40952,1,0,stable
0000271_06001_d_0000402,123,s_16_32,707.9543570876122,0.0,0.0,8.0,0.904603996968339,0.8499914341074035,0.94854,0,1,stable
0000271_06001_d_0000402,124,s_16_32,625.9515549615026,0.0,0.0,9.0,0.882051507167053,0.7808300815767201,0.94854,0,1,stable
0000271_06001_d_0000402,125,s_16_32,622.8423459529877,0.25,0.0,8.0,0.3982783564259136,0.9117330764367683,0.94854,0,1,mild
0000271_06001_d_0000402,126,s_16_32,597.9253031015396,0.0,0.0,10.0,0.9880955141053224,0.9321776365845718,0.94854,0,1,stable
0000271_06001_d_0000402,128,t_8_16,68.51007376704365,0.0,0.0,4.0,0.985894166400966,0.6401519611140127,0.75498,0,0,stable
0000271_06001_d_0000402,129,s_16_32,308.3074761033058,0.0,0.0,5.0,0.9333448106344481,0.8656348404118835,0.94854,0,1,stable
0000271_06001_d_0000402,130,s_16_32,276.8140313345939,0.0,0.0,3.0,0.9978090970115566,0.8955750652245821,0.94854,0,1,stable
0000271_06001_d_0000402,131,s_16_32,331.1462137848139,0.0,0.0,7.0,0.9245252531833008,0.8673991543382329,0.94188,0,1,stable
0000271_06001_d_0000402,133,t_8_16,67.47001469135284,0.0,0.0,4.0,0.968266217813961,0.9057959581886527,0.75498,0,1,stable
0000271_06001_d_0000402,134,t_8_16,124.9188919365406,0.0,0.0,4.0,0.999020340426181,0.9016668520311348,0.94854,0,1,stable
0000271_06001_d_0000402,135,t_8_16,183.04558985494077,0.0,0.0,1.0,0.9996591342600115,0.8360256959137641,0.94854,0,1,stable
0000271_06001_d_0000402,136,s_16_32,337.3671988621354,0.25,0.0,2.0,0.41000165093482427,0.0,0.94188,1,0,mild
0000271_06001_d_0000402,137,t_8_16,230.7959849834442,0.25,0.0,6.0,0.3396514360675313,0.48803014609263556,0.94854,1,0,mild
0000271_06001_d_0000402,138,s_16_32,342.55609533563256,0.0,0.0,8.0,0.931247340807063,0.22070722931068307,0.94854,1,0,stable
0000271_06001_d_0000402,139,t_8_16,151.21516457945108,0.5,0.5,3.0,0.11726296856651947,0.8760635706435961,0.94854,0,1,mild
0000271_06001_d_0000402,140,t_8_16,232.52244573831558,0.0,0.0,5.0,0.9258694033906272,0.8001408075397362,0.94854,0,1,stable
0000271_06001_d_0000402,141,t_8_16,192.0438118427992,0.25,0.0,3.0,0.12223691714568136,0.8236140128938063,0.94854,0,1,mild
0000271_06001_d_0000402,144,s_16_32,266.43155320733786,0.0,0.0,4.0,0.7918041307129052,0.7711263984854737,0.94854,0,1,stable
0000271_06001_d_0000402,145,s_16_32,318.3461521603167,0.75,0.25,5.0,0.47325958767033544,0.6603571051280412,0.94854,0,0,high
0000271_06001_d_0000402,146,t_8_16,161.93812380731106,0.5,0.0,3.0,0.7155277841450073,0.6596218729796184,0.94854,0,0,mild
0000271_06001_d_0000402,147,t_8_16,85.46699702739716,0.25,0.0,1.0,0.9999999995159778,0.45339733228567747,0.94854,1,0,mild
0000271_06001_d_0000402,148,t_8_16,98.61933410167694,0.25,0.0,2.0,0.6785526822374366,0.6440328843712635,0.94854,0,0,mild
0000271_06001_d_0000402,149,t_8_16,77.5121732801199,0.0,0.0,1.0,,0.8967294455549643,0.94854,0,1,stable
0000271_06001_d_0000402,151,t_8_16,68.51027123257518,0.25,0.0,5.0,0.4249118163028272,0.0,0.94188,1,0,mild
0000271_06001_d_0000402,152,t_8_16,205.87761376798153,0.75,0.5,3.0,0.2571063969480889,0.8288776705182866,0.94854,0,1,high
0000271_06001_d_0000402,153,t_8_16,174.40113324671984,0.25,0.0,1.0,0.8311886676248159,0.7375476407983361,0.94854,0,0,mild
0000271_06001_d_0000402,154,t_8_16,215.91287897527218,0.25,0.25,1.0,0.5442955646647677,0.5152901601389651,0.94854,0,0,mild
0000271_06001_d_0000402,155,t_8_16,95.15273358672857,0.0,0.0,4.0,0.9400535665699985,0.8033375915448664,0.75498,0,1,stable
0000271_06001_d_0000402,156,t_8_16,116.26833161711693,0.0,0.0,4.0,0.9366773572196764,0.69616907809731,0.4335,0,0,stable
0000271_06001_d_0000402,157,t_8_16,66.43223530054092,0.5,0.5,4.0,0.20195994145388918,0.0,0.89125,1,0,mild
0000271_06601_d_0000405,4,s_16_32,548.1053631305695,0.0,0.0,10.0,0.9931531633045455,0.73980404217146,0.86452,0,0,stable
0000271_06601_d_0000405,7,t_8_16,236.66882371902466,0.0,0.0,5.0,0.9890072114143142,0.8065913896624161,0.86452,0,1,stable
0000271_06601_d_0000405,8,t_8_16,211.7657470703125,0.0,0.0,3.0,0.9898308505414524,0.8534729661430503,0.86452,0,1,stable
0000271_06601_d_0000405,11,s_16_32,941.187959574163,0.0,0.0,10.0,0.9962327488863553,0.9682452492434067,0.85848,0,1,stable
0000271_06601_d_0000405,12,t_8_16,204.8504976592958,0.0,0.0,3.0,0.9900135712973127,0.7967483113071101,0.86452,0,1,stable
0000271_06601_d_0000405,14,s_16_32,280.9729214608669,0.0,0.0,7.0,0.6428456786504233,0.7530517142955464,0.76975,0,1,stable
0000271_06601_d_0000405,15,t_8_16,177.16641435027122,0.0,0.0,2.0,0.9587014866129382,0.7628984867840136,0.86452,0,1,stable
0000271_06601_d_0000405,16,t_8_16,117.99109435081482,0.25,0.0,6.0,0.326255168919975,0.0,0.86452,1,0,mild
0000271_06601_d_0000405,17,t_8_16,108.99321347475052,0.0,0.0,2.0,0.997491928273493,0.0,0.32475,1,0,stable
0000271_06601_d_0000405,19,s_16_32,778.5541890859604,0.0,0.0,10.0,0.9853918574392044,0.8605356201017395,0.94839,0,1,stable
0000271_06601_d_0000405,20,s_16_32,868.8637492656708,0.0,0.0,10.0,0.8759805643219865,0.8899536098991518,0.94839,0,1,stable
0000271_06601_d_0000405,21,s_16_32,757.7855346500874,0.0,0.0,10.0,0.9914406866891491,0.9102870103441931,0.94839,0,1,stable
0000271_06601_d_0000405,22,s_16_32,844.978956580162,0.0,0.0,10.0,0.9951112269573821,0.9052484693481013,0.94839,0,1,stable
0000271_06601_d_0000405,23,s_16_32,662.2699165344238,0.0,0.0,7.0,0.9753024112548365,0.8739434802908116,0.94839,0,1,stable
0000271_06601_d_0000405,24,s_16_32,584.774976670742,0.0,0.0,7.0,0.9434318653337875,0.9088599828425319,0.94839,0,1,stable
0000271_06601_d_0000405,25,s_16_32,616.603319644928,0.0,0.0,10.0,0.8735150563896282,0.8707885649877644,0.94839,0,1,stable
0000271_06601_d_0000405,26,s_16_32,775.090137720108,0.0,0.0,10.0,0.9145479294411597,0.8781654848367851,0.94839,0,1,stable
0000271_06601_d_0000405,27,t_8_16,111.766357421875,0.25,0.0,2.0,0.5145593463140266,0.7997027082906223,0.76975,0,1,mild
0000271_06601_d_0000405,28,s_16_32,544.9946821928024,0.0,0.0,10.0,0.8952957198559967,0.7530793211650921,0.94839,0,1,stable
0000271_06601_d_0000405,29,s_16_32,448.45006290636957,0.0,0.0,9.0,0.9953793774222054,0.868514030593469,0.94839,0,1,stable
0000271_06601_d_0000405,30,s_16_32,481.6670601917431,0.0,0.0,8.0,0.9432221042958164,0.8566066465584811,0.94839,0,1,stable
0000271_06601_d_0000405,31,s_16_32,406.91503398120403,0.0,0.0,7.0,0.9502404678977024,0.7514405571141913,0.94839,0,1,stable
0000271_06601_d_0000405,32,s_16_32,311.4182468689978,0.25,0.25,5.0,0.6747722362426564,0.6673296282410782,0.94839,0,0,mild
0000271_06601_d_0000405,34,s_16_32,999.9908447265625,0.0,0.0,10.0,0.9560485279353124,0.969895035377328,0.94839,0,1,stable
0000271_06601_d_0000405,35,s_16_32,486.505853459239,0.0,0.0,8.0,0.9943757229160507,0.8971949463443195,0.94839,0,1,stable
0000271_06601_d_0000405,36,s_16_32,485.81555634737015,0.0,0.0,10.0,0.9993372352725786,0.9528545645624524,0.94839,0,1,stable
0000271_06601_d_0000405,37,s_16_32,485.8182490840554,0.0,0.0,8.0,0.9806863021604271,0.9327082181782524,0.94839,0,1,stable
0000271_06601_d_0000405,38,s_16_32,433.90512223541737,0.0,0.0,7.0,0.9893112292948233,0.9144019565835971,0.94839,0,1,stable
0000271_06601_d_0000405,39,s_16_32,270.93981045484543,0.0,0.0,6.0,0.3625122326363411,0.8784935389549351,0.94839,0,1,stable
0000271_06601_d_0000405,40,s_16_32,541.8664983743802,0.0,0.0,10.0,0.9985315629740289,0.8467155036745335,0.94839,0,1,stable
0000271_06601_d_0000405,41,s_16_32,772.3178913593292,0.0,0.0,10.0,0.20136846496316316,0.89357482175817,0.82097,0,1,stable
0000271_06601_d_0000405,42,s_16_32,414.1892905086279,0.0,0.0,7.0,0.9015381533499301,0.8942633707087225,0.94839,0,1,stable
0000271_06601_d_0000405,43,t_8_16,72.663793861866,0.25,0.0,2.0,0.783886044475012,0.7729864727402933,0.76975,0,1,mild
0000271_06601_d_0000405,44,t_8_16,72.6645478233695,0.25,0.0,3.0,0.8568724417188366,0.77816855405036,0.32475,0,1,mild
0000271_06601_d_0000405,46,t_8_16,91.35387378185987,0.5,0.25,2.0,0.10954197128239437,0.7015102845315888,0.32475,0,0,mild
0000271_06601_d_0000405,48,t_8_16,80.96894521638751,0.0,0.0,1.0,0.26396011570126754,0.6757974273361967,0.76975,0,0,stable
0000271_06601_d_0000405,49,s_16_32,290.6566833406687,0.0,0.0,6.0,0.9987331224300685,0.7933702201990072,0.94839,0,1,stable
0000271_06601_d_0000405,50,t_8_16,79.9284104090184,0.25,0.0,4.0,0.9582815949296588,0.4970232474424739,0.86452,1,0,mild
0000271_06601_d_0000405,52,s_16_32,440.14906734228134,0.0,0.0,10.0,0.8988808716014185,0.6339051802167356,0.94839,0,0,stable
0000271_06601_d_0000405,59,s_16_32,971.9807133078575,0.0,0.0,10.0,0.997937114822498,0.8658502879076917,0.94839,0,1,stable
0000271_06601_d_0000405,60,s_16_32,696.880486831069,0.0,0.0,10.0,0.9996413136077165,0.8917013010902611,0.94839,0,1,stable
0000271_06601_d_0000405,63,s_16_32,591.6952524930239,0.0,0.0,10.0,0.9994255388964799,0.8425599839744763,0.94839,0,1,stable
0000271_06601_d_0000405,64,s_16_32,678.2005315124989,0.0,0.0,10.0,0.9977874205363206,0.9181038956682827,0.94839,0,1,stable
0000271_06601_d_0000405,65,s_16_32,276.81117708981037,0.0,0.0,7.0,0.9097924203096426,0.9226231143807182,0.94839,0,1,stable
0000271_06601_d_0000405,66,s_16_32,341.1801774892956,0.0,0.0,6.0,0.9944888659332743,0.9616963091286078,0.94839,0,1,stable
0000271_06601_d_0000405,67,s_16_32,278.89937353134155,0.0,0.0,6.0,0.9993389424477392,0.9164504236511758,0.94839,0,1,stable
0000271_06601_d_0000405,68,s_16_32,317.6458740234375,0.0,0.0,6.0,0.9990866785688157,0.8784847332933365,0.94839,0,1,stable
0000271_06601_d_0000405,69,s_16_32,268.1677256561816,0.0,0.0,8.0,0.9953233587913595,0.8685791937465429,0.94839,0,1,stable
0000271_06601_d_0000405,70,s_16_32,363.3252882435918,0.0,0.0,6.0,0.9722774384788851,0.8820201823905124,0.94839,0,1,stable
0000271_06601_d_0000405,71,s_16_32,311.4182468689978,0.0,0.0,3.0,0.9896327220359169,0.9412360473015945,0.94839,0,1,stable
0000271_06601_d_0000405,72,s_16_32,302.4316934980452,0.0,0.0,8.0,0.06873626298595066,0.9239362962563498,0.94839,0,1,stable
0000271_06601_d_0000405,73,t_8_16,181.6609577741474,0.0,0.0,5.0,0.8185580031053848,0.7688434589621534,0.32475,0,1,stable
0000271_06601_d_0000405,79,t_8_16,181.65755485650152,0.0,0.0,2.0,0.9909501280109784,0.7177324122340394,0.11123,0,0,stable
0000271_06601_d_0000405,80,t_8_16,220.76488452404737,0.0,0.0,4.0,0.9710962055191273,0.8566207207379528,0.76975,0,1,stable
0000271_06601_d_0000405,81,s_16_32,661.2304767351598,0.0,0.0,10.0,0.9965677768858843,0.8099070369298902,0.94839,0,1,stable
0000271_06601_d_0000405,82,s_16_32,732.1939203590155,0.0,0.0,10.0,0.9990397478902399,0.9286147026870112,0.82097,0,1,stable
0000271_06601_d_0000405,83,s_16_32,539.7928426451981,0.0,0.0,9.0,0.9971453268724356,0.9022349532139975,0.94839,0,1,stable
0000271_06601_d_0000405,84,t_8_16,93.4259497821331,0.5,0.0,5.0,0.1261669298570793,0.7897422706057691,0.86452,0,1,mild
0000271_06601_d_0000405,85,t_8_16,69.20563061535358,0.0,0.0,4.0,0.9070936511518662,0.7082581324938295,0.86452,0,0,stable
0000271_06601_d_0000405,86,s_16_32,672.6608767434955,0.25,0.0,10.0,0.0254670383008568,0.6442355402180431,0.94839,0,0,mild
0000271_06601_d_0000405,87,s_16_32,778.5520348846912,0.0,0.0,10.0,0.7957352448670675,0.7869061685683917,0.94839,0,1,stable
0000271_06601_d_0000405,88,s_16_32,561.9327743202448,0.0,0.0,10.0,0.9232132090355142,0.8313344613160866,0.94839,0,1,stable
0000271_06601_d_0000405,89,s_16_32,495.1584242284298,0.0,0.0,6.0,0.9164102075061914,0.7635933804604642,0.94839,0,1,stable
0000271_06601_d_0000405,90,s_16_32,429.0694525241852,0.0,0.0,6.0,0.9337087083718284,0.8244962023282585,0.82097,0,1,stable
0000271_06601_d_0000405,91,s_16_32,423.8735190667212,0.0,0.0,10.0,0.9520764958182338,0.830304637703052,0.94839,0,1,stable
0000271_06601_d_0000405,92,t_8_16,74.74606636166573,0.25,0.0,3.0,0.7777866351295948,0.780904565469504,0.86452,0,1,mild
0000271_06601_d_0000405,93,t_8_16,71.62922784872353,0.0,0.0,3.0,0.8871612109732525,0.7810292492153424,0.86452,0,1,stable
0000271_06601_d_0000405,94,t_8_16,91.3481651879847,0.25,0.0,4.0,0.4619056417466417,0.775104813768287,0.86452,0,1,mild
0000271_06601_d_0000405,95,t_8_16,69.20563061535358,0.5,0.0,0.0,0.7456994994996309,0.4176786906747751,0.86452,1,0,mild
0000271_06601_d_0000405,96,s_16_32,268.1672230127733,0.0,0.0,5.0,0.9642709166759681,0.9188285374615046,0.94839,0,1,stable
0000271_06601_d_0000405,97,t_8_16,250.87280753441155,0.0,0.0,6.0,0.9959948686012943,0.8598448734327712,0.94839,0,1,stable
0000271_06601_d_0000405,98,t_8_16,84.08791089057922,0.5,0.0,4.0,0.005539370790971301,0.8188876997966781,0.86452,0,1,mild
0000271_06601_d_0000405,99,t_8_16,87.53993475437164,0.25,0.0,4.0,0.4429170425889126,0.6470738666770278,0.86452,0,0,mild
0000271_06601_d_0000405,100,t_8_16,232.52212259545922,0.0,0.0,3.0,0.9901433089186339,0.0,0.94839,1,0,stable
0000271_06601_d_0000405,101,s_16_32,406.9165419116616,0.0,0.0,7.0,0.9950266994736314,0.9595286042355256,0.94839,0,1,stable
0000271_06601_d_0000405,102,s_16_32,373.7062046416104,0.0,0.0,5.0,0.985186546547436,0.8666733526504954,0.94839,0,1,stable
0000271_07201_d_0000408,1,t_8_16,249.13818782754242,0.0,0.0,5.0,0.9817990731323085,0.8340761883095987,0.82035,0,1,stable
0000271_07201_d_0000408,2,t_8_16,241.1773681640625,0.0,0.0,3.0,0.9929303304506834,0.8860334100466415,0.82035,0,1,stable
0000271_07201_d_0000408,3,s_16_32,903.106372654438,0.0,0.0,10.0,0.9999306442365413,0.9651444260247491,0.94551,0,1,stable
0000271_07201_d_0000408,4,t_8_16,235.29253789782524,0.0,0.0,3.0,0.8130230808615618,0.9178475640753007,0.4964,0,1,stable
0000271_07201_d_0000408,5,s_16_32,446.37635338306427,0.0,0.0,7.0,0.30861931791898956,0.8424364471026408,0.30321,0,1,stable
0000271_07201_d_0000408,6,t_8_16,79.92745898663998,0.5,0.0,4.0,0.07099932363395844,0.8390951040057973,0.4964,0,1,mild
0000271_07201_d_0000408,7,t_8_16,79.92785390466452,0.0,0.0,3.0,0.7801020408500114,0.7489213668450487,0.66019,0,0,stable
0000271_07201_d_0000408,8,t_8_16,72.6645478233695,0.25,0.0,2.0,0.9279180756695005,0.8504995722284285,0.4964,0,1,mild
0000271_07201_d_0000408,10,t_8_16,94.11872412264347,0.25,0.0,2.0,0.9738388786862986,0.8856294542337403,0.94551,0,1,mild
0000271_07201_d_0000408,12,t_8_16,79.92936183512211,0.0,0.0,3.0,0.9307093913145965,0.0,0.82035,1,0,stable
0000271_07201_d_0000408,15,t_8_16,65.74527727812529,0.0,0.0,2.0,0.9420539200892981,0.2888529737019143,0.4964,1,0,stable
